market,funding_total_usd,status,status_binary,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,SUM_funding_total_usd
 Software ," 30,50,000 ",operating,operating,USA,IL,Chicago,Chicago,3,1/1/13,1,Q1,2013,6/20/14,10/20/14,2700000,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050000
 Web Hosting ," 20,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/09,1,Q1,2009,8/23/11,8/23/11,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,4000000
 Enterprise Software ," 2,52,50,000 ",operating,operating,USA,NC,Raleigh,Raleigh,5,1/1/08,1,Q1,2008,8/23/10,9/10/14,0,10700000,0,0,0,14550000,0,0,0,0,0,0,0,3000000,7000000,0,0,0,0,0,0,35250000
 Predictive Analytics ," 1,20,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,2,1/1/13,1,Q1,2013,4/18/13,5/19/14,0,12000000,0,0,0,0,0,0,0,0,0,0,0,12000000,0,0,0,0,0,0,0,24000000
 Software ," 67,00,000 ",acquired,not_operating,USA,NC,Raleigh,Morrisville,2,1/1/04,1,Q1,2004,11/11/05,1/31/07,0,6700000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,11700000
 E-Commerce ," 65,28,902 ",closed,not_operating,USA,TX,Austin,Austin,3,1/1/06,1,Q1,2006,2/9/09,7/13/12,3800000,2368902,0,0,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6528902
 Biotechnology ," 16,13,014 ",operating,operating,USA,SC,Greenville - Spartanburg,Easley,1,1/1/97,1,Q1,1997,6/6/11,6/6/11,0,1613014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613014
 Small and Medium Businesses ," 24,50,000 ",operating,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,5,3/3/11,3,Q1,2011,3/20/12,6/8/14,450000,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450000
 Manufacturing ," 15,00,000 ",operating,operating,USA,TX,Houston,Pearland,1,4/1/12,4,Q2,2012,7/10/14,7/10/14,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000
 Clean Technology ," 1,11,10,000 ",operating,operating,USA,MA,Boston,Beverly,5,1/1/09,1,Q1,2009,12/13/11,11/18/14,0,9400000,0,0,0,1710000,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,15610000
 Software ," 4,60,775 ",operating,operating,USA,WA,Seattle,Seattle,2,1/1/13,1,Q1,2013,10/28/13,7/21/14,0,460775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460775
 Web Hosting ," 98,50,000 ",operating,operating,USA,OH,Akron - Canton,Akron,4,1/1/06,1,Q1,2006,1/1/11,10/15/13,0,9850000,0,0,0,0,0,0,0,0,0,0,0,5600000,4000000,0,0,0,0,0,0,19450000
 SEO ," 6,00,000 ",operating,operating,USA,WI,Milwaukee,Milwaukee,2,4/1/09,4,Q2,2009,1/1/10,12/19/13,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
 E-Commerce ," 1,00,000 ",operating,operating,USA,MD,"Washington, D.C.",Southern Md Facility,1,1/1/12,1,Q1,2012,2/19/13,2/19/13,0,100000,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,200000
 Health and Wellness ," 51,00,000 ",operating,operating,USA,CA,Anaheim,Newport Beach,1,1/1/11,1,Q1,2011,11/18/11,11/18/11,0,5100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100000
 Digital Entertainment ," 2,70,00,000 ",operating,operating,USA,NY,New York City,New York,2,1/1/12,1,Q1,2012,3/15/13,5/30/13,2000000,25000000,0,0,0,0,0,0,0,0,0,0,0,25000000,0,0,0,0,0,0,0,52000000
 E-Commerce ," 1,55,90,000 ",acquired,not_operating,USA,MN,Minneapolis,Minneapolis,3,11/1/08,11,Q4,2008,11/16/09,3/21/11,0,15000000,0,0,0,0,590000,0,0,0,0,0,0,5000000,10000000,0,0,0,0,0,0,30590000
 Music ," 27,79,980 ",operating,operating,USA,CA,SF Bay Area,San Francisco,2,8/8/08,8,Q3,2008,10/26/12,8/28/14,1500000,1279980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2779980
 Telecommunications ," 3,06,08,728 ",acquired,not_operating,USA,CA,SF Bay Area,San Jose,1,1/1/87,1,Q1,1987,10/3/11,10/3/11,0,0,0,0,0,0,0,0,30608728,0,0,0,0,0,0,0,0,0,0,0,0,30608728
 Consulting ," 45,00,000 ",operating,operating,USA,CA,SF Bay Area,Menlo Park,2,1/1/13,1,Q1,2013,7/11/13,9/3/13,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000
 Manufacturing ," 1,77,00,000 ",operating,operating,USA,MA,Boston,Boston,3,1/1/12,1,Q1,2012,9/5/12,9/9/14,0,15100000,0,0,0,0,0,2600000,0,0,0,0,0,8100000,7000000,0,0,0,0,0,0,32800000
 Design ," 3,50,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,1,2/1/08,2,Q1,2008,4/28/11,4/28/11,0,35000000,0,0,0,0,0,0,0,0,0,0,0,35000000,0,0,0,0,0,0,0,70000000
 SaaS ," 41,00,000 ",operating,operating,USA,VA,"Washington, D.C.",Sterling,2,1/1/11,1,Q1,2011,9/12/13,10/29/13,0,4100000,0,0,0,0,0,0,0,0,0,0,0,4100000,0,0,0,0,0,0,0,8200000
 Software ," 9,00,000 ",operating,operating,USA,WA,Seattle,Seattle,1,1/1/13,1,Q1,2013,11/4/13,11/4/13,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000
 Enterprise Software ," 9,25,000 ",operating,operating,USA,WA,Seattle,Redmond,2,6/1/10,6,Q2,2010,5/30/13,10/3/13,500000,0,0,0,0,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925000
 Software ," 4,35,400 ",operating,operating,USA,TX,Austin,Austin,1,1/1/02,1,Q1,2002,7/25/11,7/25/11,0,0,0,435400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435400
 Mobile Payments ," 35,00,000 ",operating,operating,USA,NM,Albuquerque,Albuquerque,1,5/1/11,5,Q2,2011,7/1/12,7/1/12,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000
 Health and Wellness ," 5,00,000 ",operating,operating,USA,GA,Atlanta,Atlanta,1,1/1/08,1,Q1,2008,11/1/11,11/1/11,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
 Mobile ," 75,50,000 ",operating,operating,USA,CA,SF Bay Area,San Ramon,2,6/1/05,6,Q2,2005,7/1/05,3/1/07,0,7550000,0,0,0,0,0,0,0,0,0,0,0,3500000,4050000,0,0,0,0,0,0,15100000
 E-Commerce ," 1,00,00,000 ",operating,operating,USA,NJ,NJ - Other,Berlin,1,1/1/84,1,Q1,1984,6/5/09,6/5/09,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000
 Business Productivity ,"20,000",operating,operating,USA,GA,Atlanta,Atlanta,1,12/2/12,12,Q4,2012,10/14/14,10/14/14,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
 Communications Hardware ," 11,80,00,000 ",operating,operating,USA,CA,SF Bay Area,San Jose,4,10/1/04,10,Q4,2004,1/1/05,10/3/13,0,38000000,0,0,0,0,0,0,80000000,0,0,0,0,6000000,9000000,23000000,0,0,0,0,0,156000000
 Batteries ," 50,28,60,000 ",operating,operating,USA,MA,Worcester,Westborough,8,1/1/01,1,Q1,2001,11/1/05,6/7/12,0,251000000,0,0,0,0,0,251860000,0,0,0,0,0,32000000,30000000,40000000,30000000,69000000,0,0,0,703860000
 Biotechnology ," 2,00,00,000 ",operating,operating,USA,NC,"Wilmington - Cape Fear, North Carolina",Wilmington,1,1/1/79,1,Q1,1979,1/11/12,1/11/12,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,20000000
 Music ," 3,50,000 ",operating,operating,USA,FL,Ft. Lauderdale,Hollywood,1,5/31/00,5,Q2,2000,12/1/13,12/1/13,0,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000
 Biotechnology ," 5,00,000 ",closed,not_operating,USA,IN,Indianapolis,Indianapolis,1,1/1/08,1,Q1,2008,1/3/11,1/3/11,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
 Search ," 60,00,000 ",acquired,not_operating,USA,CA,SF Bay Area,San Francisco,2,7/1/07,7,Q3,2007,1/1/07,10/1/08,0,5250000,0,0,0,0,750000,0,0,0,0,0,0,5250000,0,0,0,0,0,0,0,11250000
 Human Resources ," 2,00,00,000 ",operating,operating,USA,IL,Chicago,Naperville,1,1/1/06,1,Q1,2006,6/4/14,6/4/14,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,20000000
 Biotechnology ," 4,00,00,000 ",operating,operating,USA,MI,Detroit,Ann Arbor,1,1/1/89,1,Q1,1989,3/9/12,3/9/12,0,40000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000
 Analytics ," 5,00,000 ",acquired,not_operating,USA,WA,Seattle,Vancouver,1,4/2/00,4,Q2,2000,11/11/10,11/11/10,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
 Software ," 35,00,000 ",operating,operating,USA,NY,New York City,New York,1,1/1/13,1,Q1,2013,10/29/14,10/29/14,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000
 Clean Technology ," 42,11,031 ",operating,operating,USA,FL,Miami,Miami,6,1/1/06,1,Q1,2006,5/10/12,10/8/14,2781795,1276036,0,0,0,153200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4211031
 Advertising Platforms ," 8,25,000 ",operating,operating,USA,CA,SF Bay Area,Emeryville,1,1/1/13,1,Q1,2013,12/25/13,12/25/13,0,825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825000
 Biotechnology ," 4,00,988 ",operating,operating,CAN,BC,Vancouver,Vancouver,3,1/1/11,1,Q1,2011,11/3/10,4/7/14,20014,380974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400988
 Curated Web ," 44,00,000 ",operating,operating,USA,CA,SF Bay Area,Campbell,2,1/1/97,1,Q1,1997,5/5/06,5/4/09,0,4100000,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400000
 E-Commerce ," 8,75,000 ",operating,operating,USA,NY,New York City,New York,5,8/1/12,8,Q3,2012,7/30/13,7/11/14,775000,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875000
 Health and Wellness ," 67,90,000 ",operating,operating,USA,IL,Chicago,Des Plaines,2,1/1/91,1,Q1,1991,3/16/09,3/15/11,0,0,0,0,0,6790000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6790000
 Biotechnology ," 20,00,000 ",operating,operating,CAN,ON,Toronto,Mississauga,1,1/1/10,1,Q1,2010,4/28/14,4/28/14,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,4000000
 E-Commerce ," 1,91,48,000 ",operating,operating,USA,IL,Chicago,Chicago,5,9/1/09,9,Q3,2009,6/29/10,2/7/14,0,18400000,748000,0,0,0,0,0,0,0,0,0,0,3400000,5000000,0,0,0,0,0,0,27548000
 Biotechnology ," 43,50,000 ",operating,operating,USA,OH,Cleveland,Cleveland,2,1/1/13,1,Q1,2013,12/16/13,12/1/14,750000,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4350000
 Biotechnology ," 3,96,10,000 ",operating,operating,USA,CA,SF Bay Area,Los Altos,3,6/1/00,6,Q2,2000,6/19/12,8/27/14,0,39610000,0,0,0,0,0,0,0,0,0,0,0,16850000,0,0,0,0,0,0,0,56460000
 Biotechnology ," 22,50,180 ",operating,operating,USA,NJ,Newark,Princeton,1,1/1/11,1,Q1,2011,11/18/11,11/18/11,2250180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250180
 Fashion ,"60,000",operating,operating,USA,NY,New York City,New York,1,1/15/10,1,Q1,2010,2/17/14,2/17/14,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
 Health Care ," 15,00,000 ",operating,operating,USA,AZ,Phoenix,Tempe,1,1/1/09,1,Q1,2009,2/20/12,2/20/12,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000
 Health Care ," 58,30,00,000 ",operating,operating,USA,MN,Minneapolis,Minneapolis,4,1/1/00,1,Q1,2000,12/14/06,4/7/14,0,33000000,0,0,0,0,0,0,550000000,0,0,0,0,0,0,27000000,0,0,0,0,0,610000000
 Health Care ," 90,00,000 ",operating,operating,USA,NY,New York City,New York,2,1/1/08,1,Q1,2008,5/14/13,3/18/14,0,9000000,0,0,0,0,0,0,0,0,0,0,0,3000000,6000000,0,0,0,0,0,0,18000000
 Curated Web ," 64,67,283 ",operating,operating,USA,MA,Boston,Boston,1,1/1/08,1,Q1,2008,7/12/11,7/12/11,0,6467283,0,0,0,0,0,0,0,0,0,0,0,6467283,0,0,0,0,0,0,0,12934566
 Cloud Infrastructure ," 1,41,30,737 ",operating,operating,USA,CA,SF Bay Area,Redwood City,4,1/1/10,1,Q1,2010,12/9/10,3/12/14,0,14130737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14130737
 Accounting ," 5,00,000 ",operating,operating,USA,IL,Chicago,Evanston,1,8/17/98,8,Q3,1998,10/8/08,10/8/08,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
 Sales and Marketing ," 1,50,000 ",operating,operating,USA,GA,Atlanta,Forest Park,1,9/9/09,9,Q3,2009,11/11/13,11/11/13,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
 Biotechnology ," 2,59,30,577 ",operating,operating,USA,MI,Kalamazoo,Kalamazoo,5,1/1/11,1,Q1,2011,1/4/12,2/4/14,5000,14875077,0,0,0,11050500,0,0,0,0,0,0,0,5300000,9575077,0,0,0,0,0,0,40805654
 Hardware + Software ," 1,20,05,448 ",operating,operating,USA,CO,Denver,Wheat Ridge,5,1/1/05,1,Q1,2005,8/17/09,2/1/12,0,12005448,0,0,0,0,0,0,0,0,0,0,0,0,5324000,0,0,0,0,0,0,17329448
 Software ," 12,73,000 ",operating,operating,USA,CA,SF Bay Area,Mountain View,1,1/1/07,1,Q1,2007,6/29/11,6/29/11,0,1273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273000
 Enterprise Software ," 10,00,000 ",operating,operating,USA,TX,TX - Other,Italy,1,1/1/79,1,Q1,1979,1/1/79,1/1/79,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
 Solar ," 51,00,00,000 ",operating,operating,USA,CO,CO - Other,Loveland,2,1/1/07,1,Q1,2007,7/6/10,12/15/10,0,0,0,0,0,0,0,400000000,110000000,0,0,0,0,0,0,0,0,0,0,0,0,510000000
 Identity Management ," 1,70,87,500 ",operating,operating,USA,CA,SF Bay Area,San Francisco,3,2/5/13,2,Q1,2013,12/22/09,6/10/14,0,17087500,0,0,0,0,0,0,0,0,0,0,0,5675000,11000000,0,0,0,0,0,0,33762500
 Curated Web ," 41,39,407 ",operating,operating,USA,PA,Philadelphia,Paoli,5,6/1/10,6,Q2,2010,5/1/11,10/17/14,145400,3594003,0,0,0,400004,0,0,0,0,0,0,0,1800000,0,0,0,0,0,0,0,5939407
 Curated Web ," 76,18,249 ",operating,operating,USA,OR,"Portland, Oregon",Portland,3,1/1/06,1,Q1,2006,11/26/08,7/16/09,0,7618249,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,10118249
 Software ," 21,00,000 ",operating,operating,USA,CA,SF Bay Area,Redwood City,1,1/1/02,1,Q1,2002,6/1/05,6/1/05,0,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100000
 Software ," 4,50,000 ",operating,operating,USA,MA,Boston,Lexington,1,7/1/08,7,Q3,2008,8/16/11,8/16/11,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000
 Health and Wellness ," 9,60,000 ",operating,operating,USA,KS,Kansas City,Overland Park,3,6/1/10,6,Q2,2010,12/5/12,11/20/14,0,960000,0,0,0,0,0,0,0,0,0,0,0,400000,0,0,0,0,0,0,0,1360000
 Education ,"50,000",operating,operating,USA,MA,Boston,Boston,1,5/4/07,5,Q2,2007,10/21/10,10/21/10,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 Health Care ," 1,32,500 ",operating,operating,USA,MN,Minneapolis,Minnetonka,1,1/1/09,1,Q1,2009,9/19/12,9/19/12,0,132500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132500
 Software ," 27,57,346 ",operating,operating,USA,CO,Denver,Littleton,3,3/1/09,3,Q1,2009,5/6/10,2/12/13,0,1257346,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2757346
 Clean Technology ," 42,50,000 ",operating,operating,USA,OH,Akron - Canton,Wooster,2,1/1/08,1,Q1,2008,6/24/10,11/24/13,0,4250000,0,0,0,0,0,0,0,0,0,0,0,250000,4000000,0,0,0,0,0,0,8500000
 Software ," 2,00,000 ",operating,operating,USA,RI,Providence,Providence,1,1/1/12,1,Q1,2012,5/9/14,5/9/14,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000
 Health Care ," 2,83,64,818 ",operating,operating,USA,TN,Knoxville,Knoxville,10,1/1/06,1,Q1,2006,10/6/09,4/7/14,0,25013808,0,1000000,0,2351010,0,0,0,0,0,0,0,9000000,0,6000000,0,0,0,0,0,43364818
 Apps ,"15,000",operating,operating,USA,TN,Nashville,Nashville,1,3/10/12,3,Q1,2012,5/20/12,5/20/12,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
 Web Hosting ," 2,30,00,000 ",operating,operating,USA,MA,Boston,Maynard,2,1/1/09,1,Q1,2009,12/12/11,5/15/13,0,20000000,0,0,0,3000000,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,43000000
 Software ," 7,62,000 ",operating,operating,USA,TN,Nashville,Nashville,1,1/1/12,1,Q1,2012,3/29/13,3/29/13,762000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762000
 Health and Wellness ," 23,38,650 ",operating,operating,USA,AZ,Phoenix,Scottsdale,1,1/1/10,1,Q1,2010,12/11/13,12/11/13,0,2338650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2338650
 Finance ," 24,46,00,000 ",operating,operating,USA,CA,Anaheim,Newport Beach,2,1/1/92,1,Q1,1992,2/10/05,2/21/12,0,19600000,0,0,0,0,0,0,225000000,0,0,0,0,0,0,0,0,0,0,0,0,244600000
 Consulting ," 44,99,999 ",operating,operating,CAN,QC,Montreal,Montréal,1,1/1/05,1,Q1,2005,7/30/12,7/30/12,0,4499999,0,0,0,0,0,0,0,0,0,0,0,4499999,0,0,0,0,0,0,0,8999998
 Social Media ," 1,78,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,4,9/1/08,9,Q3,2008,11/2/07,9/26/13,600000,15600000,0,0,0,0,1600000,0,0,0,0,0,0,4500000,11100000,0,0,0,0,0,0,33400000
 Advertising ," 1,00,00,000 ",operating,operating,USA,CA,SF Bay Area,Mountain View,1,1/1/04,1,Q1,2004,1/1/09,1/1/09,0,10000000,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,20000000
 Finance ," 40,00,000 ",operating,operating,USA,MA,Boston,Pembroke,1,1/1/09,1,Q1,2009,1/8/10,1/8/10,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000
 E-Commerce ," 2,54,78,613 ",operating,operating,USA,UT,Salt Lake City,Provo,1,1/1/02,1,Q1,2002,8/20/14,8/20/14,0,25478613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25478613
 Mobile ," 3,10,40,000 ",operating,operating,CAN,QC,Montreal,Montréal,3,1/1/04,1,Q1,2004,3/9/06,8/4/10,0,31040000,0,0,0,0,0,0,0,0,0,0,0,4000000,7540000,19500000,0,0,0,0,0,62080000
 Software ," 5,00,00,000 ",operating,operating,USA,CA,SF Bay Area,San Ramon,2,1/1/99,1,Q1,1999,1/1/12,10/16/13,0,50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000
 Biotechnology ," 4,30,000 ",operating,operating,USA,CA,SF Bay Area,Menlo Park,1,1/1/05,1,Q1,2005,10/10/09,10/10/09,0,0,0,0,0,430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430000
 Medical Devices ," 6,30,16,244 ",operating,operating,USA,AZ,Tucson,Tucson,4,1/1/04,1,Q1,2004,3/23/10,5/5/14,0,18016244,0,0,0,0,0,0,45000000,0,0,0,0,0,0,0,0,0,0,0,0,63016244
 Mobile ," 1,50,000 ",operating,operating,USA,CA,SF Bay Area,Scotts Valley,1,1/1/09,1,Q1,2009,12/24/09,12/24/09,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
 Software ," 32,55,325 ",operating,operating,USA,OK,Tulsa,Tulsa,2,1/1/97,1,Q1,1997,11/5/09,3/28/12,0,3255325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3255325
 Analytics ," 85,00,000 ",operating,operating,USA,KS,Kansas City,Overland Park,2,1/1/11,1,Q1,2011,5/21/12,10/25/13,0,8500000,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0,14500000
 Enterprise Software ," 40,45,500 ",operating,operating,USA,CA,Los Angeles,Los Angeles,3,1/1/05,1,Q1,2005,5/10/10,4/16/14,0,1045500,0,0,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4045500
 Biotechnology ," 11,37,01,127 ",operating,operating,USA,MA,Boston,Cambridge,6,1/1/04,1,Q1,2004,8/2/06,12/23/11,0,112201127,0,0,0,0,0,1500000,0,0,0,0,0,0,30000000,31000000,0,0,30000000,0,0,204701127
 Finance ," 4,57,282 ",closed,not_operating,USA,MA,Boston,Cambridge,7,8/1/08,8,Q3,2008,1/1/08,12/4/09,18000,150000,0,0,0,235000,0,54282,0,0,0,0,0,0,0,0,0,0,0,0,0,457282
 Software ," 57,05,841 ",operating,operating,USA,WA,Seattle,Bellingham,3,1/1/01,1,Q1,2001,5/15/09,6/11/13,0,4605841,0,0,0,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5705841
 Enterprise Software ," 1,34,10,901 ",operating,operating,USA,CA,SF Bay Area,Palo Alto,2,1/1/99,1,Q1,1999,1/4/12,3/9/12,1410901,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,0,0,0,0,0,25410901
 Transportation ," 2,85,00,000 ",operating,operating,USA,CO,Colorado Springs,Colorado Springs,2,1/1/06,1,Q1,2006,9/30/08,10/16/12,0,28500000,0,0,0,0,0,0,0,0,0,0,0,0,28500000,0,0,0,0,0,0,57000000
 Cloud Management ," 2,50,00,000 ",operating,operating,USA,CA,SF Bay Area,Santa Clara,2,1/1/07,1,Q1,2007,10/1/07,5/1/12,0,25000000,0,0,0,0,0,0,0,0,0,0,0,7000000,18000000,0,0,0,0,0,0,50000000
 Health and Wellness ," 40,00,000 ",operating,operating,USA,CA,San Diego,Carlsbad,1,1/1/10,1,Q1,2010,12/29/11,12/29/11,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,4000000
 Health and Wellness ," 7,75,000 ",operating,operating,USA,FL,Tampa,Tampa,2,1/1/02,1,Q1,2002,2/8/12,6/25/13,0,775000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775000
 Software ," 15,00,000 ",acquired,not_operating,USA,CA,Anaheim,Irvine,1,1/1/97,1,Q1,1997,2/27/09,2/27/09,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000
 Career Management ," 2,53,05,000 ",acquired,not_operating,USA,CA,SF Bay Area,Santa Clara,4,1/1/02,1,Q1,2002,9/16/05,12/14/10,0,25305000,0,0,0,0,0,0,0,0,0,0,0,1055000,17000000,3000000,0,0,0,0,0,46360000
 Software ," 30,20,000 ",operating,operating,USA,OH,"Columbus, Ohio",Dublin,3,1/1/11,1,Q1,2011,6/1/11,6/13/13,20000,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,6020000
 Biotechnology ," 13,85,81,610 ",operating,operating,USA,CO,Denver,Broomfield,5,1/1/01,1,Q1,2001,9/16/04,10/25/13,0,59500000,0,0,0,0,0,0,79081610,0,0,0,0,6000000,7500000,35000000,11000000,0,0,0,0,198081610
 Security ," 71,31,124 ",acquired,not_operating,USA,IL,Chicago,Itasca,3,3/1/07,3,Q1,2007,6/3/08,5/4/10,0,7131124,0,0,0,0,0,0,0,0,0,0,0,4000000,2431124,0,0,0,0,0,0,13562248
 Health Care ," 1,37,93,098 ",acquired,not_operating,USA,CA,SF Bay Area,Mountain View,3,1/1/02,1,Q1,2002,3/3/10,10/1/12,0,13793098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13793098
 Security ," 3,00,00,000 ",operating,operating,USA,IL,IL - Other,Saybrook,1,1/1/07,1,Q1,2007,2/9/12,2/9/12,0,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000
 Health Care ," 4,69,00,000 ",operating,operating,USA,FL,Orlando,Lake Mary,1,1/1/97,1,Q1,1997,1/13/13,1/13/13,0,0,0,0,0,0,0,0,46900000,0,0,0,0,0,0,0,0,0,0,0,0,46900000
 Mobile ," 3,52,500 ",operating,operating,USA,CO,Denver,Denver,2,1/1/10,1,Q1,2010,6/26/13,10/7/13,240000,112500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352500
 Advertising ," 32,00,000 ",operating,operating,USA,NY,New York City,New York,2,1/1/08,1,Q1,2008,4/1/10,4/1/11,0,1700000,0,0,0,1500000,0,0,0,0,0,0,0,1700000,0,0,0,0,0,0,0,4900000
 Services ," 19,99,998 ",acquired,not_operating,USA,MA,Boston,Marlborough,1,1/1/99,1,Q1,1999,11/23/09,11/23/09,0,1999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999998
